0.008269,0.0527476
0.0046842,0.0544409
0.0061101,0.0537808
0.0058759,0.0545043
0.0062947,0.055601
0.0051722,0.0529885
0.0047971,0.0528391
0.0047388,0.0497554
0.0055571,0.0526754
0.0049246,0.0519116
0.0046744,0.0521576
0.0046643,0.0523282
0.005077,0.0525215
0.0054141,0.052765
0.0051726,0.0533131
0.0050624,0.0523778
0.0048451,0.0528358
0.0051703,0.053623
0.006037,0.0516421
0.0050054,0.0530383
0.0047908,0.0513189
0.0049288,0.051251
0.0048664,0.0520375
0.004497,0.0509421
0.0048576,0.0512901
0.0049266,0.0532002
0.0053504,0.0515662
0.0053191,0.0529338
0.0047886,0.0511627
0.0046624,0.05254
0.0046844,0.0518674
0.0045466,0.0520916
0.0047623,0.0517528
0.0045884,0.0510715
0.0047878,0.05142
0.0048396,0.0518989
0.0046986,0.0520339
0.0050776,0.0513895
0.0047337,0.0518464
0.0046447,0.0515621
0.004602,0.0516379
0.0046007,0.0514461
0.0047728,0.0527533
0.0045712,0.0524692
0.0048001,0.0510366
0.004554,0.0519048
0.0045482,0.0514173
0.0048097,0.0522808
0.0050008,0.0522601
0.004706,0.0513324
0.0045606,0.0514387
0.0045507,0.0517115
0.0047206,0.0521225
0.0046162,0.0512365
0.0046185,0.0524788
0.0052605,0.051769
0.004712,0.0520593
0.0048538,0.0533684
0.0047525,0.0525465
0.0046568,0.0528118
0.0046698,0.0526437
0.0046352,0.0503448
0.0045747,0.0526264
0.0049878,0.0518526
0.0046584,0.0516901
0.0045693,0.0508631
0.0047559,0.0516929
0.0048107,0.0517762
0.0046047,0.051777
0.004696,0.0509237
0.0048356,0.0525663
0.0047741,0.0523395
0.004619,0.0518103
0.0045586,0.0526751
0.0050117,0.0522209
0.0048115,0.0519922
0.0046647,0.0517896
0.0049292,0.0517904
0.0045783,0.0521594
0.0047159,0.0528315
0.004942,0.0510991
0.0046732,0.0516648
0.0046636,0.0512808
0.0047852,0.0516977
0.0048508,0.0509889
0.0047362,0.0511915
0.0046329,0.0513975
0.0050563,0.0523809
0.0046577,0.050958
0.0046513,0.0522874
0.0046085,0.0523057
0.0046075,0.0539342
0.0045722,0.0514432
0.0046071,0.0524563
0.0045248,0.052487
0.0046216,0.0517159
0.0046544,0.0514837
0.0046413,0.0513948
0.0050016,0.0521366
0.0047738,0.0517845
0.0051564,0.0538316
0.0046953,0.0513695
0.004595,0.0517197
0.0046486,0.0516049
0.0045637,0.0521704
0.0048341,0.0519112
0.0044597,0.0509348
0.0046802,0.0512731
0.0047151,0.0521219
0.0045353,0.0517654
0.0045725,0.0530332
0.0046989,0.0526284
0.0046981,0.0521844
0.0047233,0.0531024
0.0046825,0.0512713
0.0045631,0.0529011
0.0047069,0.0525151
0.0049577,0.0524119
0.0048207,0.0512686
0.0045674,0.0512056
0.0047431,0.0520772
0.004725,0.0531514
0.0047218,0.0526456
0.0048149,0.0518802
0.0047776,0.0519036
0.0048937,0.0515625
0.0046122,0.0519007
0.0046768,0.0523673
0.0048477,0.051972
0.0046846,0.0521903
0.0046826,0.0514974
0.0046072,0.0524591
0.0046511,0.050445
0.0046179,0.0522611
0.0048011,0.0525328
0.0046409,0.0522711
0.0047095,0.0510616
0.0046393,0.0516234
0.0048747,0.0523622
0.0048684,0.0522133
0.0046884,0.0518488
0.0050006,0.0527721
0.0048541,0.0511736
0.0046298,0.0527648
0.0046029,0.0521783
0.0047401,0.0512873
0.0047063,0.0516676
0.0047484,0.0526023
0.0049201,0.0526034
0.0046914,0.0513295
0.0046475,0.0510755
0.0047244,0.052111
0.0047991,0.0525011
0.0046531,0.0516712
0.0045797,0.0516322
0.0045644,0.052737
0.0050146,0.052166
0.0046584,0.0504401
0.0045797,0.0505455
0.0048327,0.0536396
0.0048565,0.0515662
0.0046922,0.0512313
0.0046528,0.052675
0.0045782,0.0518387
0.0044948,0.0513491
0.0045621,0.051389
0.0045796,0.050227
0.004527,0.0508257
0.0046208,0.0522574
0.0045849,0.0511216
0.0047789,0.0529038
0.0048564,0.0524011
0.0045788,0.0532378
0.0049065,0.0511247
0.0047965,0.0504559
0.0045339,0.0526038
0.00482,0.0514553
0.0049093,0.0503737
0.0049175,0.0536486
0.0045866,0.0507431
0.0048731,0.0521586
0.0051783,0.0514307
0.0046863,0.0523457
0.0046639,0.0522838
0.005623,0.054051
0.0056379,0.0542587
0.0055656,0.0543667
0.0053616,0.0521617
0.0059603,0.0521592
0.004919,0.0495997
0.0049855,0.0512266
0.0047323,0.0523462
0.0048983,0.0519576
0.0049119,0.0511582
0.0053056,0.0517462
0.0054573,0.0510062
0.0048267,0.051884
0.0049166,0.0517057
0.005092,0.0522809
0.0049033,0.0508573
0.0046845,0.0510704
0.0048251,0.0519416
0.0052329,0.0519515
0.0046786,0.0528941
0.0045274,0.0525888
0.0046731,0.0522401
0.0047026,0.0512186
0.0047143,0.0521257
0.0045492,0.0513158
0.0047351,0.0522197
0.0046081,0.0515335
